Unique_trajectory,Elev,Vinit,Vavg,Vel_diff,Duration,Deceleration ,HtBeg,HtEnd,AtmDensBeg,AtmDensPeak,AtmDensEnd,TrailLength,EnergyRecBeg,EnergyRecPeak,EnergyRecEnd,ZenithAngle,AbsMag,F,Mass_kg,Kb,IAU_code
20231217103102_l22au,70.48483,64.38202,63.31308,1.06894,0.28,3.817642857,110.6966,96.4987,6.52E-08,3.51E-07,1.18E-06,17.7276624,1.228607788,4.214145604,12.54269616,19.51517,-1.28,0.597,4.11E-05,6.74894871,  COM
20231217103204_obSLr,62.04513,43.60227,41.90061,1.70166,0.36,4.726833333,96.0677,83.5259,1.26E-06,4.48E-06,1.08E-05,15.0842196,6.806689117,25.2452326,64.51273742,27.95487,-0.23,0.556,4.22E-05,7.62500467,  ...
20231217103313_2jvyT,41.5868,66.67654,65.37133,1.30521,0.48,2.7191875,120.5189,100.5758,1.82E-08,3.48E-08,4.91E-07,31.3782384,0.707927108,1.154950667,8.395383952,48.4132,-1.19,0.278,6.09E-05,6.308233409,  ...
20231217103401_i9hPb,58.93178,62.13739,61.31837,0.81902,0.2,4.0951,107.1641,96.5609,1.25E-07,8.04E-07,1.18E-06,12.263674,1.989101662,9.00045557,12.94131837,31.06822,-1.33,0.823,3.65E-05,7.014215442,  ...
20231217103500_pQzSD,54.54513,28.74731,28.2163,0.53101,1.05,0.50572381,98.677,74.8183,7.18E-07,1.02E-05,3.56E-05,29.627115,1.877419441,30.56115382,119.5224857,35.45487,-0.53,0.628,0.000461,6.947276931,  ...
20231217103505_tlVOn,39.29762,70.21437,70.45427,-0.2399,0.28,-0.856785714,107.9422,95.1564,1.06E-07,2.17E-07,1.50E-06,19.7271956,3.059780837,5.197635385,29.70389789,50.70238,0.6,0.277,7.39E-06,7.141105983,  ...
20231217103521_Anj32,42.7059,41.96069,41.3928,0.56789,0.49,1.158959184,102.3677,89.8283,3.39E-07,2.97E-06,4.04E-06,20.282472,2.459460489,19.81007073,27.39428298,47.2941,-0.52,0.858,0.000125,7.072010858,  ...
20231217103705_60Z7Z,40.08475,48.45039,48.05562,0.39477,1.04,0.379586538,114.7398,84.9839,3.63E-08,2.74E-06,9.19E-06,49.9778448,0.666911022,25.48753278,97.17617905,49.91525,-2.49,0.753,0.000541,6.269140731,  ...
20231217103851_DrFmk,48.7387,67.84594,65.70827,2.13767,0.22,9.716681818,113.6076,103.4013,4.18E-08,1.20E-07,2.67E-07,14.4558194,1.23672359,2.547429101,4.501973265,41.2613,0.39,0.619,9.25E-06,6.661997858,  ...
20231217104113_BXlpi,60.17132,68.58593,67.69643,0.8895,0.4,2.22375,120.1475,98.893,1.89E-08,4.72E-08,6.87E-07,27.078572,0.584622491,1.176713823,9.377382332,29.82868,-1.94,0.348,0.000126,6.297003337,  ...
20231217104227_BzAw9,71.80953,62.22459,60.79635,1.42824,0.24,5.951,110.4355,98.3649,6.79E-08,2.84E-07,7.95E-07,14.591124,1.171514996,3.267454792,7.841087685,18.19047,0.52,0.602,7.80E-06,6.728075075,  ...
20231217104303_eQftx,34.18074,72.61979,70.79548,1.82431,0.36,5.067527778,115.9225,103.2515,3.09E-08,8.31E-08,2.75E-07,25.4863728,1.501649879,3.027448071,7.15730816,55.81926,0.68,0.527,7.92E-06,6.667791368,  ...
20231217104313_3D3F2,70.48369,64.73179,63.79594,0.93585,0.41,2.282560976,116.836,94.8388,2.76E-08,2.69E-07,1.56E-06,26.1563354,0.649757717,3.462047324,17.13548141,19.51631,-1.32,0.614,6.13E-05,6.381952452,  COM
20231217104346_0x37R,54.87134,57.74621,55.68528,2.06093,0.25,8.24372,107.3794,95.8134,1.18E-07,4.33E-07,1.30E-06,13.92132,1.726798617,4.605785065,12.48087107,35.12866,-0.28,0.54,2.29E-05,6.918557971,  ...
20231217104409_BlE86,34.4675,66.64298,63.78903,2.85395,0.24,11.89145833,101.5131,92.6907,4.01E-07,6.69E-07,2.37E-06,15.3093672,8.59215239,12.94293429,43.99895394,55.5325,0.36,0.271,8.76E-06,7.686406726,  ...
20231217104527_OfbkS,53.80889,41.88184,41.32293,0.55891,0.72,0.776263889,104.4111,83.3458,2.23E-07,4.04E-06,1.15E-05,29.7525096,1.46699179,23.16607891,73.93458148,36.19111,-2.04,0.684,0.000576,6.849428823,  MON
20231217104629_oUHqD,49.84795,72.13945,66.07982,6.05963,0.27,22.44307407,111.8141,99.576,5.48E-08,1.79E-07,6.31E-07,17.8415514,1.681047101,3.581672121,9.227089605,40.15205,-0.2,0.524,1.57E-05,6.842296249,  ...
20231217104653_1AJbU,32.04909,72.51022,70.67216,1.83806,0.53,3.468037736,115.8987,99.277,3.14E-08,2.79E-07,6.88E-07,37.4562448,1.618631873,7.756834891,16.38178191,57.95091,-2.6,0.751,0.000166,6.684921347,  ...
20231217104715_tbEtV,57.7269,43.33842,41.6873,1.65112,0.36,4.586444444,103.1771,90.7648,2.80E-07,1.72E-06,3.34E-06,15.007428,1.808486846,9.356429696,18.16398152,32.2731,0.82,0.708,2.50E-05,6.975820936,  ...
20231217105056_RIvdg,48.91925,66.06744,64.19446,1.87298,0.29,6.458551724,105.3702,91.7192,1.78E-07,8.93E-07,2.87E-06,18.6163934,3.309498482,12.68243839,40.90684063,41.08075,-0.66,0.555,2.76E-05,7.261350337,  ...
20231217105152_p3cUb,71.89062,64.86474,63.59068,1.27406,0.36,3.539055556,113.986,94.0797,3.99E-08,3.60E-07,1.89E-06,22.8926448,0.864344551,4.318771228,20.32624001,18.10938,-1.64,0.597,7.50E-05,6.542341694,  COM
20231217105624_TiI8Z,58.20624,68.92397,66.92381,2.00016,0.24,8.334,113.4388,100.1138,4.29E-08,2.10E-07,5.36E-07,16.0617144,1.143807817,3.523358814,7.452574569,31.79376,0.67,0.669,6.53E-06,6.664038551,  ...
20231217105631_OQzND,24.11598,64.80784,63.45718,1.35066,0.44,3.069681818,114.1127,102.8829,3.92E-08,1.64E-07,3.02E-07,27.9211592,1.978603125,5.425795296,8.497371575,65.88402,0.18,0.744,1.70E-05,6.716530384,  ...
20231217105632_6eVRA,70.50995,63.22857,61.23687,1.9917,0.28,7.113214286,112.9662,96.6341,4.57E-08,2.13E-07,1.09E-06,17.1463236,0.911031168,2.705256023,10.98314117,19.49005,-2.05,0.524,7.52E-05,6.575196674,  COM
20231217110036_5tauh,24.34752,67.48111,67.09239,0.38872,0.66,0.588969697,117.1806,99.4992,2.66E-08,3.88E-07,6.16E-07,44.2809774,1.563919381,11.71207867,17.44947937,65.65248,-1.01,0.878,7.97E-05,6.590791767,  DSV
20231217110119_gqfdB,67.38326,61.52646,59.3832,2.14326,0.21,10.206,106.3871,94.689,1.47E-07,1.12E-06,1.72E-06,12.470472,2.029187089,11.04701238,16.45646993,22.61674,-1.4,0.815,2.81E-05,7.056494366,  ...
20231217110224_ZXSy2,49.42621,62.11564,58.65107,3.46457,0.2,17.32285,108.6785,99.3411,9.22E-08,2.97E-07,6.29E-07,11.730214,1.804763452,4.115272827,7.404567305,40.57379,1.27,0.624,4.70E-06,6.907218396,  ...
20231217110427_wNjFA,21.21775,68.26547,67.68216,0.58331,0.56,1.041625,114.9087,102.2069,3.51E-08,1.68E-07,3.37E-07,37.9020096,2.256682509,7.02044729,12.05759262,68.78225,-0.57,0.737,4.83E-05,6.752068265,  ...
20231217110434_B9L3o,24.09876,61.49244,60.58201,0.91043,0.61,1.492508197,112.1053,97.294,5.25E-08,5.12E-07,1.02E-06,36.9550261,2.21398119,12.22671324,22.86362441,65.90124,-2.17,0.78,0.000191,6.786493759,  DAB
20231217110451_eURy1,63.88821,67.33873,65.59848,1.74025,0.48,3.625520833,116.0702,91.5109,3.05E-08,1.04E-06,2.91E-06,31.4872704,0.793633844,12.93856493,36.53770257,26.11179,-1.31,0.779,6.08E-05,6.477938121,  ...
20231217110456_EHAB2,24.9387,67.45905,66.61425,0.8448,0.72,1.173333333,117.9704,99.1042,2.43E-08,3.76E-07,6.64E-07,47.96226,1.414574321,11.08631315,18.06675315,65.0613,-1.17,0.858,8.80E-05,6.545123051,  DSV
20231217110835_tHljR,53.50422,69.25946,69.28277,-0.02331,0.28,-0.08325,117.5003,101.9277,2.56E-08,6.36E-08,3.64E-07,19.3991756,0.816893817,1.629518618,6.043377225,36.49578,0.53,0.428,7.81E-06,6.457569969,  ...
20231217110947_ThNgM,48.52133,29.33694,28.33871,0.99823,0.61,1.636442623,98.9806,86.0546,6.74E-07,4.31E-06,7.12E-06,17.2866131,2.008405094,13.02014379,21.88917283,41.47867,1.15,0.761,6.29E-05,6.960214936,  ORN
20231217111153_7XUmY,20.70557,44.66282,43.69447,0.96835,0.92,1.052554348,101.5101,87.5471,3.98E-07,1.70E-06,5.63E-06,40.1989124,6.153285852,23.91989969,84.92245002,69.29443,-1.4,0.51,0.000394,7.350240171,  ...
20231217111225_2OYGd,24.79641,69.56161,69.29933,0.26228,0.57,0.460140351,116.2394,99.7587,2.99E-08,2.18E-07,5.71E-07,39.5006181,1.771275096,7.702525815,17.22251996,65.20359,-0.7,0.723,4.98E-05,6.669703937,  XVI
20231217111320_ZJNQA,34.27405,61.33803,60.08773,1.2503,0.26,4.808846154,111.9061,103.9331,5.38E-08,7.09E-08,2.39E-07,15.6228098,1.617388294,1.932098727,4.604995486,55.72595,0.74,0.215,7.91E-06,6.725153197,  ...
20231217111644_yus4d,56.89927,62.76299,62.14493,0.61806,0.28,2.207357143,113.0391,98.0824,4.59E-08,4.20E-07,8.42E-07,17.4005804,1.010270039,5.293815736,9.850892994,33.10073,-0.38,0.78,2.50E-05,6.594321172,  EHY
20231217111827_ZJ6Cp,60.93709,40.76765,40.55524,0.21241,0.24,0.885041667,95.3128,86.9166,1.41E-06,2.38E-06,6.21E-06,9.7332576,6.840182992,11.71286312,33.05775613,29.06291,2.06,0.331,6.09E-06,7.605761214,  ...
20231217111913_pehTG,18.89118,63.31454,61.6942,1.62034,0.24,6.751416667,100.1922,95.44,5.21E-07,7.57E-07,1.37E-06,14.806608,17.16143264,23.57337442,40.94510283,71.10882,0.6,0.378,9.49E-06,7.865346376,  ...
20231217112004_BnTIp,38.57014,67.39636,65.17849,2.21787,0.2,11.08935,104.8465,96.396,1.97E-07,5.70E-07,1.15E-06,13.035698,4.516059967,10.54010787,19.95456201,51.42986,1.44,0.592,3.48E-06,7.369240869,  ...
20231217112018_ut3Js,26.93816,46.65258,46.14163,0.51095,0.52,0.982596154,103.056,93.8518,2.88E-07,1.16E-06,1.91E-06,23.9936476,4.003648001,13.95993347,22.88377665,63.06184,0.34,0.723,4.45E-05,7.203152116,  ...
20231217112200_TY2W3,29.55876,65.89865,62.8985,3.00015,0.31,9.677903226,102.7965,93.4424,3.02E-07,1.44E-06,2.00E-06,19.498535,7.661817515,30.8575077,41.48156562,60.44124,-0.84,0.812,3.59E-05,7.580444153,  ...
20231217112201_QJWfz,41.41763,69.03276,66.94971,2.08305,0.24,8.679375,102.0238,91.3533,3.63E-07,6.64E-07,3.02E-06,16.0679304,7.271316456,11.99980882,53.84742754,48.58237,-1.69,0.266,5.15E-05,7.64750889,  PIH
20231217112723_ChlR0,42.98806,32.30208,31.91386,0.38822,0.32,1.2131875,90.7345,83.4052,3.41E-06,3.60E-06,1.11E-05,10.2124352,13.84813305,14.50772306,49.8041141,47.01194,0.63,0.043,2.47E-05,7.788965053,  ...
20231217112937_mmX2X,57.31514,63.45427,63.12729,0.32698,0.29,1.127517241,117.018,101.4927,2.74E-08,7.92E-08,4.03E-07,18.3069141,0.682491697,1.510485095,5.238942381,32.68486,0.27,0.476,1.13E-05,6.380686396,  ...
20231217113043_A9DJ5,52.55766,37.30943,36.54577,0.76366,0.8,0.954575,97.9551,75.6054,8.76E-07,1.75E-05,3.36E-05,29.236616,3.886281735,96.02107727,191.8358337,37.44234,-1.9,0.791,0.000717,7.321973115,  ...
20231217113123_liVD2,27.68575,67.0949,68.84131,-1.74641,0.37,-4.720027027,116.0078,105.1815,3.10E-08,4.04E-08,1.85E-07,25.4712847,1.52827219,1.925783095,6.024874631,62.31425,0.75,0.188,9.65E-06,6.623992214,  XVI
20231217113136_hqqMY,37.51595,62.93019,62.66593,0.26426,0.36,0.734055556,111.9004,98.7282,5.45E-08,3.29E-07,7.27E-07,22.5597348,1.577866153,6.025181787,12.05677446,52.48405,-0.3,0.716,2.98E-05,6.740878803,  ...
20231217113257_cYPKn,79.2938,63.87704,62.23462,1.64242,0.24,6.843416667,112.6689,98.0913,4.83E-08,2.57E-07,8.10E-07,14.9363088,0.920364916,3.095505145,8.202713133,10.7062,0.17,0.626,1.14E-05,6.600790868,  COM
20231217113455_aTOso,57.51684,61.66901,62.50215,-0.83314,0.21,-3.967333333,111.1735,100.109,6.09E-08,1.26E-07,5.29E-07,13.1254515,1.180341544,2.030945663,6.529454466,32.48316,0.71,0.373,5.17E-06,6.696555338,  ...
20231217113728_S3sE3,50.21481,22.63471,22.34393,0.29078,0.39,0.745589744,88.2948,81.4125,4.94E-06,6.68E-06,1.43E-05,8.7141327,9.102702804,12.544227,28.86587868,39.78519,1.71,0.271,2.77E-05,7.537433548,  ...
20231217113738_71ewc,24.37082,15.0783,14.81623,0.26207,1.6,0.16379375,79.8654,70.4449,1.77E-05,3.18E-05,6.67E-05,23.705968,31.1868992,58.09447867,122.5750603,65.62918,0.41,0.444,0.00088,7.786822455,  ...
20231217113939_JZThP,43.51504,41.60486,40.32287,1.28199,0.45,2.848866667,101.1029,88.51,4.34E-07,1.54E-06,4.78E-06,18.1452915,2.973529471,9.631182603,31.11891223,46.48496,-0.01,0.497,5.39E-05,7.166522983,  DAD
20231217113958_PaZfa,15.16331,65.5821,64.49913,1.08297,0.76,1.424960526,113.9844,101.9343,4.04E-08,1.08E-07,3.70E-07,49.0193388,3.191956125,6.435948192,16.28852699,74.83669,-0.94,0.505,0.000103,6.839222199,  ...
20231217114011_9u9pJ,53.59949,63.76588,62.71767,1.04821,0.29,3.614517241,112.1136,98.0042,5.30E-08,3.46E-07,8.46E-07,18.1881243,1.198633999,4.824121798,10.55727542,36.40051,-0.58,0.699,2.83E-05,6.682500551,  ...
20231217114110_HzU76,35.77091,69.712,68.84923,0.86277,0.28,3.081321429,115.5496,105.3199,3.28E-08,7.20E-08,1.79E-07,19.2777844,1.366184629,2.431919617,4.680133751,54.22909,0.31,0.526,1.11E-05,6.640745918,  ...
20231217114215_nYq2W,38.57607,62.36833,59.47032,2.89801,0.38,7.626342105,109.2025,97.3126,8.51E-08,4.56E-07,9.40E-07,22.5987216,2.079762282,7.368730224,13.71033078,51.42393,-0.3,0.705,2.73E-05,6.920020338,  ...
20231217114226_zkEnf,45.37825,58.56737,57.33666,1.23071,0.2,6.15355,112.4531,103.5374,5.01E-08,9.56E-08,2.57E-07,11.467332,1.091655644,1.712204776,3.537907988,44.62175,0.42,0.439,8.85E-06,6.592737703,  ...
20231217114409_HG0M3,51.9143,57.31817,57.09959,0.21858,0.28,0.780642857,108.93,96.0549,9.03E-08,6.01E-07,1.23E-06,15.9878852,1.45099675,6.567347998,13.02841551,38.0857,0.59,0.725,1.22E-05,6.803418038,  ...
20231217114413_3YOQZ,34.10506,64.17851,63.63643,0.54208,0.4,1.3552,112.04,97.3339,5.37E-08,2.34E-07,9.85E-07,25.454572,1.764841755,5.133403005,17.99649873,55.89494,-1.96,0.537,0.000116,6.774126224,  TPY
20231217114444_m318L,81.87054,61.44825,62.03071,-0.58246,0.24,-2.426916667,108.0084,94.3667,1.05E-07,3.96E-07,1.66E-06,14.8873704,1.48328158,4.220808038,16.58012599,8.12946,-0.78,0.48,2.59E-05,6.89541582,  COM
20231217114544_Wttct,45.32378,60.51455,60.09942,0.41513,0.24,1.729708333,99.2778,89.2817,6.39E-07,2.36E-06,4.19E-06,14.4238608,8.60461473,31.48194035,58.07452756,44.67622,1.54,0.671,3.83E-06,7.734155682,  ...
20231217114809_mN29k,63.016,35.30092,34.38711,0.91381,0.35,2.610885714,97.2293,86.6468,9.45E-07,4.77E-06,6.29E-06,12.0354885,3.410085239,17.99384492,23.75986268,26.984,0.24,0.839,4.32E-05,7.269717678,  GEM
20231217114848_r9Vbs,35.00513,68.47281,63.41556,5.05725,0.33,15.325,109.9989,97.9025,7.50E-08,3.52E-07,8.66E-07,20.9271348,2.490544621,7.463174961,15.51741568,54.99487,0.22,0.645,1.68E-05,6.984421205,  ...
20231217114935_cYoH9,64.32524,34.92038,34.42275,0.49763,0.41,1.213731707,96.308,84.9249,1.14E-06,2.92E-06,8.28E-06,14.1133275,3.951654364,10.33401951,31.87961087,25.67476,-0.37,0.444,0.000105,7.336001124,  GEM
20231217115006_j2VJ4,58.20336,30.74381,29.52151,1.2223,0.21,5.82047619,88.1862,83.0138,4.82E-06,9.45E-06,1.09E-05,6.1995171,14.88690905,30.04584003,33.65600426,31.79664,0.53,0.822,3.33E-05,7.837309705,  ...
20231217115235_1Uh9A,58.08854,56.28395,55.34023,0.94372,0.24,3.932166667,104.8221,94.0564,2.00E-07,4.88E-07,1.78E-06,13.2816552,2.344477937,4.819435575,16.62536015,31.91146,0.5,0.396,1.08E-05,7.11288887,  ...
20231217115339_eWxxg,56.14696,73.44474,70.48462,2.96012,0.28,10.57185714,113.2919,98.4045,4.47E-08,1.48E-07,7.48E-07,19.7356936,1.340972321,3.10904647,11.68029527,33.85304,-0.53,0.47,1.97E-05,6.755812648,  ...
20231217115343_f0Z0g,5.01856,44.80358,44.45494,0.34864,2.12,0.16445283,103.1826,95.6427,2.80E-07,5.09E-07,1.30E-06,94.2444728,18.82534522,31.09922597,75.39149705,84.98144,1.27,0.38,5.47E-05,7.504226967,  ...
20231217115400_ESiJF,37.64641,39.22028,37.929,1.29128,0.58,2.226344828,100.0164,87.6466,5.46E-07,2.10E-06,5.47E-06,21.99882,3.655901855,13.30520393,36.10129137,52.35359,0.23,0.553,7.28E-05,7.227718031,  ...
20231217115427_frB8i,32.81647,60.81328,59.18724,1.62604,0.56,2.903642857,113.4761,95.3184,4.36E-08,3.71E-07,1.41E-06,33.1448544,1.388198384,6.871489807,23.34362231,57.18353,-1.49,0.639,9.98E-05,6.632513749,  ...
20231217115430_qwYmb,34.48348,30.19862,29.22772,0.9709,1,0.9709,104.1764,88.0548,2.31E-07,9.52E-07,5.22E-06,29.22772,1.130224215,3.800598434,21.92877721,55.51652,-1.12,0.42,0.000536,6.587125296,  ...
20231217115446_xiWvN,45.93253,70.05392,69.27952,0.7744,0.24,3.226666667,108.2777,96.4922,1.01E-07,4.22E-07,1.09E-06,16.6270848,2.572034955,7.863483095,18.75951429,44.06747,-0.23,0.605,1.45E-05,7.09044902,  ...
20231217115550_ba45W,73.57274,61.87502,59.4472,2.42782,0.24,10.11591667,110.936,97.5228,6.42E-08,1.69E-07,9.13E-07,14.267328,1.081518196,2.115629372,8.65971425,16.42726,1.37,0.393,4.37E-06,6.695711171,  ...
20231217115735_60X6m,74.37618,60.19582,59.42932,0.7665,0.24,3.19375,112.6767,98.6474,4.90E-08,6.95E-08,7.15E-07,14.2630368,0.831711077,1.064726266,6.85609425,15.62382,0.65,0.16,7.27E-06,6.547253851,  ...
20231217115910_LjNNC,44.21554,52.58489,50.45564,2.12925,0.29,7.342241379,108.1848,97.9734,1.04E-07,3.08E-07,8.26E-07,14.6321356,1.519341263,3.382698154,7.814691104,45.78446,0.74,0.534,1.03E-05,6.795817273,  ...
20231217115928_NUOWj,81.45112,66.29349,63.48033,2.81316,0.34,8.274,110.8908,89.9299,6.47E-08,1.32E-06,3.85E-06,21.5833122,1.216775325,14.26092826,42.37775283,8.54888,-2.69,0.72,0.000254,6.766717289,  ...
20231217115940_ZYUw3,44.45705,69.05937,66.547,2.51237,0.2,12.56185,112.4608,103.2701,5.10E-08,1.32E-07,2.80E-07,13.3094,1.556067089,3.005571909,5.176749747,45.54295,-0.23,0.598,1.32E-05,6.783001908,  ...
20231217120051_0OpH8,79.59225,64.68838,65.43849,-0.75011,0.2,-3.75055,108.2877,94.9807,1.03E-07,9.04E-07,1.54E-06,13.087698,1.619905689,9.962513978,17.11403519,10.40775,-1.3,0.797,3.67E-05,6.941758737,  ...
20231217120243_OXisX,66.4111,59.56447,56.92202,2.64245,0.2,13.21225,111.4456,101.1996,5.93E-08,1.25E-07,4.19E-07,11.384404,0.982832416,1.626396265,4.095602615,23.5889,1.1,0.416,4.11E-06,6.629267157,  ...
20231217120354_iXKhD,47.06181,73.85185,70.94768,2.90417,0.2,14.52085,114.416,104.3058,3.85E-08,1.06E-07,2.22E-07,14.189536,1.363924374,2.779504581,4.692875789,42.93819,0.93,0.625,4.89E-06,6.723906743,  ...
20231217120451_ncazS,60.22274,34.07897,33.7467,0.33227,0.4,0.830675,97.8048,85.7567,8.48E-07,3.04E-06,7.27E-06,13.49868,2.944493935,10.77970732,27.57362021,29.77726,1.13,0.564,2.12E-05,7.190276417,  GEM
20231217120545_7va3I,84.66779,63.0725,60.90506,2.16744,0.24,9.031,111.2876,97.8791,6.09E-08,2.82E-07,8.19E-07,14.6172144,1.031930511,3.205191258,7.995373334,5.33221,-0.66,0.611,3.14E-05,6.68500397,  COM
20231217120600_39Yti,61.3571,65.72017,60.63359,5.08658,0.24,21.19408333,103.7038,91.9671,2.47E-07,9.42E-07,2.47E-06,14.5520616,3.682253094,11.21639505,27.59179504,28.6429,-1.46,0.561,4.91E-05,7.365615508,  ...
20231217120625_XXtns,40.81174,68.36505,66.46006,1.90499,0.57,3.342087719,116.221,93.3946,3.06E-08,8.25E-07,2.04E-06,37.8822342,1.098536358,14.83419795,35.9197167,49.18826,-1.93,0.794,0.000121,6.564784484,  DSV
20231217120626_H2bor,81.72892,65.66425,63.02228,2.64197,0.27,9.785074074,111.676,95.0718,5.73E-08,4.73E-07,1.46E-06,17.0160156,1.0813493,5.368708702,15.09762909,8.27108,-0.31,0.662,1.96E-05,6.703668406,  ...
20231217120730_Vt7M2,43.40418,63.93728,67.39578,-3.4585,0.21,-16.46904762,111.3167,101.5985,6.06E-08,1.37E-07,3.87E-07,14.1531138,1.53615717,2.962039121,7.148917739,46.59582,1.69,0.476,2.49E-06,6.778129441,  ...
20231217120818_fb49m,49.82469,63.60643,62.30909,1.29734,0.32,4.0541875,111.5427,96.2805,5.85E-08,9.12E-07,1.15E-06,19.9389088,1.334885372,12.2240204,15.10573555,40.17531,-0.68,0.921,2.36E-05,6.734131692,  ...
20231217120845_8jeIf,26.84585,66.52053,64.81923,1.7013,0.55,3.093272727,114.2604,98.1135,3.96E-08,2.93E-07,8.19E-07,35.6505765,1.840914921,8.125614005,19.71457662,63.15415,-1.47,0.693,0.000114,6.727830044,  ...
20231217120916_uqlk1,37.59978,57.48117,56.52394,0.95723,0.45,2.127177778,110.2541,96.1527,7.26E-08,4.98E-07,1.18E-06,25.435773,1.594155492,7.173557288,15.93004715,52.40022,-0.63,0.697,4.88E-05,6.76711,  ...
20231217120952_jFx22,58.78757,66.51754,63.91504,2.6025,0.21,12.39285714,111.3366,99.6365,6.05E-08,2.63E-07,5.80E-07,13.4221584,1.331832986,3.895846106,7.39694842,31.21243,-0.35,0.673,1.88E-05,6.773162365,  ...
20231217121030_DSfK7,52.69337,71.32099,70.38085,0.94014,0.32,2.9379375,114.561,97.3817,3.80E-08,9.86E-08,9.26E-07,22.521872,1.155310293,2.32244619,14.98440912,37.30663,-0.62,0.351,2.52E-05,6.662227946,  ...
20231217121042_H8J6E,49.93145,69.22019,66.84298,2.37721,0.33,7.203666667,112.4685,96.2126,5.13E-08,7.70E-07,1.15E-06,22.0581834,1.416514368,12.24433022,17.45103418,40.06855,-2.12,0.875,0.000108,6.768888609,  DRV
20231217121156_0d3gU,59.98296,69.27196,67.09886,2.1731,0.26,8.358076923,111.6662,97.7425,5.81E-08,5.96E-07,8.54E-07,17.4457036,1.376708159,8.543780824,11.61731104,30.01704,-1.22,0.871,4.09E-05,6.796602277,  ...
20231217121236_1yytD,76.00759,66.83022,61.4029,5.42732,0.24,22.61383333,99.1242,85.3883,6.54E-07,5.06E-06,7.72E-06,14.736696,7.94105716,59.90849289,87.31982078,13.99241,-2.23,0.809,9.07E-05,7.78425844,  ...
20231217121331_3bphX,24.05398,43.50327,42.69324,0.81003,0.69,1.173956522,104.9525,93.9356,1.97E-07,7.31E-07,1.82E-06,29.4583356,2.881569926,8.6945076,21.16422517,65.94602,-0.75,0.574,0.000149,6.985637594,  ...
20231217121336_vzsCw,64.49367,67.64701,64.15448,3.49253,0.2,17.46265,111.3786,99.6646,6.05E-08,3.62E-07,5.79E-07,12.830896,1.301232514,4.927114669,7.057940956,25.50633,-0.01,0.806,1.26E-05,6.779397757,  ...
20231217121346_zInJf,88.0074,63.05091,62.27702,0.77389,0.21,3.685190476,109.3202,96.7577,8.56E-08,2.05E-07,1.07E-06,13.0781742,1.323545402,2.518370749,10.67594118,1.9926,-1.19,0.363,3.93E-05,6.8319493,  COM
20231217121347_VUNrj,77.8045,64.88153,63.30018,1.58135,0.24,6.588958333,111.6351,96.3402,5.83E-08,3.29E-07,1.12E-06,15.1920432,1.073099758,3.974206029,11.97365645,12.1955,0.55,0.604,7.49E-06,6.700679002,  ...
20231217121357_Ipk4a,30.03125,69.54016,66.40398,3.13618,0.39,8.041487179,109.0123,98.8987,9.06E-08,4.60E-07,6.83E-07,25.8975522,3.340198113,11.60654042,15.8723762,59.96875,-0.83,0.809,3.33E-05,7.113251162,  ...
20231217121611_mwLFK,58.35931,71.71868,71.07505,0.64363,0.32,2.01134375,115.8647,98.7393,3.19E-08,1.90E-07,6.99E-07,22.744016,0.951152251,3.626187404,10.95730483,31.64069,-1.64,0.629,6.57E-05,6.577278813,  ...
20231217121820_3SgyY,51.68366,69.40079,69.50656,-0.10577,0.28,-0.37775,113.0478,97.9884,4.69E-08,2.77E-07,8.21E-07,19.4618368,1.306052362,5.013989086,13.16933752,38.31634,0.29,0.65,1.11E-05,6.72726883,  ...
20231217121820_4GJIT,42.48651,71.0792,70.80825,0.27095,0.24,1.128958333,112.364,100.8367,5.24E-08,1.43E-07,4.59E-07,16.99398,1.719044989,3.620793483,9.337309206,47.51349,0.86,0.502,6.73E-06,6.833543595,  ...
20231217121858_24Irq,44.73863,67.51465,65.87098,1.64367,0.37,4.442351351,116.7861,99.7186,2.83E-08,1.46E-07,5.74E-07,24.3722626,0.932779003,3.119835776,9.458142613,45.26137,-0.48,0.607,3.06E-05,6.500907596,  ...
20231217121932_J8Myt,84.17127,65.01072,61.40065,3.61007,0.24,15.04195833,110.282,95.3957,7.21E-08,4.03E-07,1.31E-06,14.736156,1.238832519,4.531450617,13.0259093,5.82873,-0.93,0.601,1.85E-05,6.791353959,  COM
20231217122005_zag3n,86.7154,64.81466,63.45637,1.35829,0.24,5.659541667,110.1956,97.9233,7.34E-08,2.51E-07,8.10E-07,15.2295288,1.242960102,3.11927095,8.602506518,3.2846,0.1,0.531,1.34E-05,6.795403309,  COM
20231217122043_ZEqyo,79.15428,59.41629,58.45685,0.95944,0.24,3.997666667,106.5561,94.8466,1.43E-07,7.11E-07,1.49E-06,14.029644,1.748468994,6.647090978,13.56206431,10.84572,0.52,0.675,6.16E-06,6.995226806,  ...
20231217122152_QQkao,53.13688,40.86085,39.91562,0.94523,0.48,1.969229167,93.0463,78.5442,2.10E-06,1.29E-05,2.13E-05,19.1594976,11.56899571,80.56834944,136.6029747,36.86312,-1.68,0.762,0.0003,7.7995146,  ...
20231217122201_G8GkM,66.37063,53.11277,53.18987,-0.0771,0.52,-0.148269231,111.0169,88.8988,6.44E-08,6.03E-07,4.26E-06,27.6587324,0.824372447,4.977434559,36.37553674,23.62937,-1.47,0.524,9.56E-05,6.540823066,  ...
